STNAME,CNTYCODE,CNTYNAME,POP2010
South Dakota,85,Lyman County,3755
South Dakota,87,McCook County,5618
South Dakota,89,McPherson County,2459
South Dakota,91,Marshall County,4656
South Dakota,93,Meade County,25434
South Dakota,95,Mellette County,2048
South Dakota,97,Miner County,2389
South Dakota,99,Minnehaha County,169468
South Dakota,101,Moody County,6486
South Dakota,103,Pennington County,100948
South Dakota,105,Perkins County,2982
South Dakota,107,Potter County,2329
South Dakota,109,Roberts County,10149
South Dakota,111,Sanborn County,2355
South Dakota,113,Shannon County,13586
South Dakota,115,Spink County,6415
South Dakota,117,Stanley County,2966
South Dakota,119,Sully County,1373
South Dakota,121,Todd County,9612
South Dakota,123,Tripp County,5644
South Dakota,125,Turner County,8347
South Dakota,127,Union County,14399
South Dakota,129,Walworth County,5438
South Dakota,135,Yankton County,22438
South Dakota,137,Ziebach County,2801
Tennessee,1,Anderson County,75129
Tennessee,3,Bedford County,45058
Tennessee,5,Benton County,16489
Tennessee,7,Bledsoe County,12876
Tennessee,9,Blount County,123010
Tennessee,11,Bradley County,98963
Tennessee,13,Campbell County,40716
Tennessee,15,Cannon County,13801
Tennessee,17,Carroll County,28522
Tennessee,19,Carter County,57424
Tennessee,21,Cheatham County,39105
Tennessee,23,Chester County,17131
Tennessee,25,Claiborne County,32213
Tennessee,27,Clay County,7861
Tennessee,29,Cocke County,35662
Tennessee,31,Coffee County,52796
Tennessee,33,Crockett County,14586
Tennessee,35,Cumberland County,56053
Tennessee,37,Davidson County,626681
Tennessee,39,Decatur County,11757
Tennessee,41,DeKalb County,18723
Tennessee,43,Dickson County,49666
Tennessee,45,Dyer County,38335
Tennessee,47,Fayette County,38413
Tennessee,49,Fentress County,17959
Tennessee,51,Franklin County,41052
Tennessee,53,Gibson County,49683
Tennessee,55,Giles County,29485
Tennessee,57,Grainger County,22657
Tennessee,59,Greene County,68831
Tennessee,61,Grundy County,13703
Tennessee,63,Hamblen County,62544
Tennessee,65,Hamilton County,336463
Tennessee,67,Hancock County,6819
Tennessee,69,Hardeman County,27253
Tennessee,71,Hardin County,26026
Tennessee,73,Hawkins County,56833
Tennessee,75,Haywood County,18787
Tennessee,77,Henderson County,27769
Tennessee,79,Henry County,32330
Tennessee,81,Hickman County,24690
Tennessee,83,Houston County,8426
Tennessee,85,Humphreys County,18538
Tennessee,87,Jackson County,11638
Tennessee,89,Jefferson County,51407
Tennessee,91,Johnson County,18244
Tennessee,93,Knox County,432226
Tennessee,95,Lake County,7832
Tennessee,97,Lauderdale County,27815
Tennessee,99,Lawrence County,41869
Tennessee,101,Lewis County,12161
Tennessee,103,Lincoln County,33361
Tennessee,105,Loudon County,48556
Tennessee,107,McMinn County,52266
Tennessee,109,McNairy County,26075
Tennessee,111,Macon County,22248
Tennessee,113,Madison County,98294
Tennessee,115,Marion County,28237
Tennessee,117,Marshall County,30617
Tennessee,119,Maury County,80956
Tennessee,121,Meigs County,11753
Tennessee,123,Monroe County,44519
Tennessee,125,Montgomery County,172331
Tennessee,127,Moore County,6362
Tennessee,129,Morgan County,21987
Tennessee,131,Obion County,31807
Tennessee,133,Overton County,22083
Tennessee,135,Perry County,7915
Tennessee,137,Pickett County,5077
Tennessee,139,Polk County,16825
Tennessee,141,Putnam County,72321
Tennessee,143,Rhea County,31809
Tennessee,145,Roane County,54181
Tennessee,147,Robertson County,66283
Tennessee,149,Rutherford County,262604
Tennessee,151,Scott County,22228
Tennessee,153,Sequatchie County,14112
Tennessee,155,Sevier County,89889
Tennessee,157,Shelby County,927644
Tennessee,159,Smith County,19166
Tennessee,161,Stewart County,13324
Tennessee,163,Sullivan County,156823
Tennessee,165,Sumner County,160645
Tennessee,167,Tipton County,61081
Tennessee,169,Trousdale County,7870
Tennessee,171,Unicoi County,18313
Tennessee,173,Union County,19109
Tennessee,175,Van Buren County,5548
Tennessee,177,Warren County,39839
Tennessee,179,Washington County,122979
Tennessee,181,Wayne County,17021
Tennessee,183,Weakley County,35021
Tennessee,185,White County,25841
Tennessee,187,Williamson County,183182
Tennessee,189,Wilson County,113993
Texas,1,Anderson County,58458
Texas,3,Andrews County,14786
Texas,5,Angelina County,86771
Texas,7,Aransas County,23158
Texas,9,Archer County,9054
Texas,11,Armstrong County,1901
Texas,13,Atascosa County,44911
Texas,15,Austin County,28417
Texas,17,Bailey County,7165
Texas,19,Bandera County,20485
Texas,21,Bastrop County,74171
Texas,23,Baylor County,3726
Texas,25,Bee County,31861
Texas,27,Bell County,310235
Texas,29,Bexar County,1714773
Texas,31,Blanco County,10497
Texas,33,Borden County,641
Texas,35,Bosque County,18212
Texas,37,Bowie County,92565
Texas,39,Brazoria County,313166
Texas,41,Brazos County,194851
Texas,43,Brewster County,9232
Texas,45,Briscoe County,1637
Texas,47,Brooks County,7223
Texas,49,Brown County,38106
Texas,51,Burleson County,17187
Texas,53,Burnet County,42750
Texas,55,Caldwell County,38066
Texas,57,Calhoun County,21381
Texas,59,Callahan County,13544
Texas,61,Cameron County,406220
Texas,63,Camp County,12401
Texas,65,Carson County,6182
Texas,67,Cass County,30464
Texas,69,Castro County,8062
Texas,71,Chambers County,35096
Texas,73,Cherokee County,50845
Texas,75,Childress County,7041
Texas,77,Clay County,10752
Texas,79,Cochran County,3127
Texas,81,Coke County,3320
Texas,83,Coleman County,8895
Texas,85,Collin County,782341
Texas,87,Collingsworth County,3057
Texas,89,Colorado County,20874
Texas,91,Comal County,108472
Texas,93,Comanche County,13974
Texas,95,Concho County,4087
Texas,97,Cooke County,38437
Texas,99,Coryell County,75388
Texas,101,Cottle County,1505
Texas,103,Crane County,4375
Texas,105,Crockett County,3719
Texas,107,Crosby County,6059
Texas,109,Culberson County,2398
Texas,111,Dallam County,6703
Texas,113,Dallas County,2368139
Texas,115,Dawson County,13833
Texas,117,Deaf Smith County,19372
Texas,119,Delta County,5231
Texas,121,Denton County,662614
Texas,123,DeWitt County,20097
Texas,125,Dickens County,2444
Texas,127,Dimmit County,9996
Texas,129,Donley County,3677
Texas,131,Duval County,11782
Texas,133,Eastland County,18583
Texas,135,Ector County,137130
Texas,137,Edwards County,2002
Texas,139,Ellis County,149610
Texas,141,El Paso County,800647
Texas,143,Erath County,37890
Texas,145,Falls County,17866
Texas,147,Fannin County,33915
Texas,149,Fayette County,24554
Texas,151,Fisher County,3974
Texas,153,Floyd County,6446
Texas,155,Foard County,1336
Texas,157,Fort Bend County,585375
Texas,159,Franklin County,10605
Texas,161,Freestone County,19816
Texas,163,Frio County,17217
Texas,165,Gaines County,17526
Texas,167,Galveston County,291309
Texas,169,Garza County,6461
Texas,171,Gillespie County,24837
Texas,173,Glasscock County,1226
Texas,175,Goliad County,7210
Texas,177,Gonzales County,19807
Texas,179,Gray County,22535
Texas,181,Grayson County,120877
Texas,183,Gregg County,121730
Texas,185,Grimes County,26604
Texas,187,Guadalupe County,131533
Texas,189,Hale County,36273
Texas,191,Hall County,3353
Texas,193,Hamilton County,8517
Texas,195,Hansford County,5613
Texas,197,Hardeman County,4139
Texas,199,Hardin County,54635
Texas,201,Harris County,4092459
Texas,203,Harrison County,65631
Texas,205,Hartley County,6062
Texas,207,Haskell County,5899
Texas,209,Hays County,157107
Texas,211,Hemphill County,3807
Texas,213,Henderson County,78532
Texas,215,Hidalgo County,774769
Texas,217,Hill County,35089
Texas,219,Hockley County,22935
Texas,221,Hood County,51182
Texas,223,Hopkins County,35161
Texas,225,Houston County,23732
Texas,227,Howard County,35012
Texas,229,Hudspeth County,3476
Texas,231,Hunt County,86129
Texas,233,Hutchinson County,22150
Texas,235,Irion County,1599
Texas,237,Jack County,9044
Texas,239,Jackson County,14075
Texas,241,Jasper County,35710
Texas,243,Jeff Davis County,2342
Texas,245,Jefferson County,252273
Texas,247,Jim Hogg County,5300
Texas,249,Jim Wells County,40838
Texas,251,Johnson County,150934
Texas,253,Jones County,20202
Texas,255,Karnes County,14824
Texas,257,Kaufman County,103350
Texas,259,Kendall County,33410
Texas,261,Kenedy County,416
Texas,263,Kent County,808
Texas,265,Kerr County,49625
Texas,267,Kimble County,4607
Texas,269,King County,286
Texas,271,Kinney County,3598
Texas,273,Kleberg County,32061
Texas,275,Knox County,3719
Texas,277,Lamar County,49793
Texas,279,Lamb County,13977
Texas,281,Lampasas County,19677
Texas,283,La Salle County,6886
Texas,285,Lavaca County,19263
Texas,287,Lee County,16612
Texas,289,Leon County,16801
Texas,291,Liberty County,75643
Texas,293,Limestone County,23384
Texas,295,Lipscomb County,3302
Texas,297,Live Oak County,11531
Texas,299,Llano County,19301
Texas,301,Loving County,82
Texas,303,Lubbock County,278831
Texas,305,Lynn County,5915
Texas,307,McCulloch County,8283
Texas,309,McLennan County,234906
Texas,311,McMullen County,707
Texas,313,Madison County,13664
Texas,315,Marion County,10546
Texas,317,Martin County,4799
Texas,319,Mason County,4012
Texas,321,Matagorda County,36702
Texas,323,Maverick County,54258
Texas,325,Medina County,46006
Texas,327,Menard County,2242
Texas,329,Midland County,136872
Texas,331,Milam County,24757
Texas,333,Mills County,4936
Texas,335,Mitchell County,9403
Texas,337,Montague County,19719
Texas,339,Montgomery County,455746
Texas,341,Moore County,21904
Texas,343,Morris County,12934
Texas,345,Motley County,1210
Texas,347,Nacogdoches County,64524
Texas,349,Navarro County,47735
Texas,351,Newton County,14445
Texas,353,Nolan County,15216
Texas,355,Nueces County,340223
Texas,357,Ochiltree County,10223
Texas,359,Oldham County,2052
Texas,361,Orange County,81837
Texas,363,Palo Pinto County,28111
Texas,365,Panola County,23796
Texas,367,Parker County,116927
Texas,369,Parmer County,10269
Texas,371,Pecos County,15507
Texas,373,Polk County,45413
Texas,375,Potter County,121073
Texas,377,Presidio County,7818
Texas,379,Rains County,10914
Texas,381,Randall County,120725
Texas,383,Reagan County,3367
Texas,385,Real County,3309
Texas,387,Red River County,12860
Texas,389,Reeves County,13783
Texas,391,Refugio County,7383
Texas,393,Roberts County,929
Texas,395,Robertson County,16622
Texas,397,Rockwall County,78337
Texas,399,Runnels County,10501
Texas,401,Rusk County,53330
Texas,403,Sabine County,10834
Texas,405,San Augustine County,8865
Texas,407,San Jacinto County,26384
Texas,409,San Patricio County,64804
Texas,411,San Saba County,6131
Texas,413,Schleicher County,3461
Texas,415,Scurry County,16921
Texas,417,Shackelford County,3378
Texas,419,Shelby County,25448
Texas,421,Sherman County,3034
Texas,423,Smith County,209714
Texas,425,Somervell County,8490
Texas,427,Starr County,60968
Texas,429,Stephens County,9630
Texas,431,Sterling County,1143
Texas,433,Stonewall County,1490
Texas,435,Sutton County,4128
Texas,437,Swisher County,7854
Texas,439,Tarrant County,1809034
Texas,441,Taylor County,131506
Texas,443,Terrell County,984
Texas,445,Terry County,12651
Texas,447,Throckmorton County,1641
Texas,449,Titus County,32334
Texas,451,Tom Green County,110224
Texas,453,Travis County,1024266
Texas,455,Trinity County,14585
Texas,457,Tyler County,21766
Texas,459,Upshur County,39309
Texas,461,Upton County,3355
Texas,463,Uvalde County,26405
Texas,465,Val Verde County,48879
Texas,467,Van Zandt County,52579
Texas,469,Victoria County,86793
Texas,471,Walker County,67861
Texas,473,Waller County,43205
Texas,475,Ward County,10658
Texas,477,Washington County,33718
Texas,479,Webb County,250304
Texas,481,Wharton County,41280
Texas,483,Wheeler County,5410
Texas,485,Wichita County,131500
Texas,487,Wilbarger County,13535
Texas,489,Willacy County,22134
Texas,491,Williamson County,422679
Texas,493,Wilson County,42918
Texas,495,Winkler County,7110
Texas,497,Wise County,59127
Texas,499,Wood County,41964
Texas,501,Yoakum County,7879
Texas,503,Young County,18550
Texas,505,Zapata County,14018
Texas,507,Zavala County,11677
Utah,1,Beaver County,6629
Utah,3,Box Elder County,49975
Utah,5,Cache County,112656
Utah,7,Carbon County,21403
Utah,9,Daggett County,1059
Utah,11,Davis County,306479
Utah,13,Duchesne County,18607
Utah,15,Emery County,10976
Utah,17,Garfield County,5172
Utah,19,Grand County,9225
Utah,21,Iron County,46163
Utah,23,Juab County,10246
Utah,25,Kane County,7125
Utah,27,Millard County,12503
Utah,29,Morgan County,9469
Utah,31,Piute County,1556
Utah,33,Rich County,2264
Utah,35,Salt Lake County,1029655
Utah,37,San Juan County,14746
Utah,39,Sanpete County,27822
Utah,41,Sevier County,20802
Utah,43,Summit County,36324
Utah,45,Tooele County,58218
Utah,47,Uintah County,32588
Utah,49,Utah County,516564
Utah,51,Wasatch County,23530
Utah,53,Washington County,138115
Utah,55,Wayne County,2778
Utah,57,Weber County,231236
Vermont,1,Addison County,36821
Vermont,3,Bennington County,37125
Vermont,5,Caledonia County,31227
Vermont,7,Chittenden County,156545
Vermont,9,Essex County,6306
Vermont,11,Franklin County,47746
Vermont,13,Grand Isle County,6970
Vermont,15,Lamoille County,24475
Vermont,17,Orange County,28936
Vermont,19,Orleans County,27231
Vermont,21,Rutland County,61642
Vermont,23,Washington County,59534
Vermont,25,Windham County,44513
Vermont,27,Windsor County,56670
Virginia,1,Accomack County,33164
Virginia,3,Albemarle County,98970
Virginia,5,Alleghany County,16250
Virginia,7,Amelia County,12690
Virginia,9,Amherst County,32353
Virginia,11,Appomattox County,14973
Virginia,13,Arlington County,207627
Virginia,15,Augusta County,73750
Virginia,17,Bath County,4731
Virginia,19,Bedford County,68676
Virginia,21,Bland County,6824
Virginia,23,Botetourt County,33148
Virginia,25,Brunswick County,17434
Virginia,27,Buchanan County,24098
Virginia,29,Buckingham County,17146
Virginia,31,Campbell County,54842
Virginia,33,Caroline County,28545
Virginia,35,Carroll County,30042
Virginia,36,Charles City County,7256
Virginia,37,Charlotte County,12586
Virginia,41,Chesterfield County,316236
Virginia,43,Clarke County,14034
Virginia,45,Craig County,5190
Virginia,47,Culpeper County,46689
Virginia,49,Cumberland County,10052
Virginia,51,Dickenson County,15903
Virginia,53,Dinwiddie County,28001
Virginia,57,Essex County,11151
Virginia,59,Fairfax County,1081726
Virginia,61,Fauquier County,65203
Virginia,63,Floyd County,15279
Virginia,65,Fluvanna County,25691
Virginia,67,Franklin County,56159
Virginia,69,Frederick County,78305
Virginia,71,Giles County,17286
Virginia,73,Gloucester County,36858
Virginia,75,Goochland County,21717
Virginia,77,Grayson County,15533
Virginia,79,Greene County,18403
Virginia,81,Greensville County,12243
Virginia,83,Halifax County,36241
Virginia,85,Hanover County,99863
Virginia,87,Henrico County,306935
Virginia,89,Henry County,54151
Virginia,91,Highland County,2321
Virginia,93,Isle of Wight County,35270
Virginia,95,James City County,67009
Virginia,97,King and Queen County,6945
Virginia,99,King George County,23584
Virginia,101,King William County,15935
Virginia,103,Lancaster County,11391
Virginia,105,Lee County,25587
Virginia,107,Loudoun County,312311
Virginia,109,Louisa County,33153
Virginia,111,Lunenburg County,12914
Virginia,113,Madison County,13308
Virginia,115,Mathews County,8978
Virginia,117,Mecklenburg County,32727
Virginia,119,Middlesex County,10959
Virginia,121,Montgomery County,94392
Virginia,125,Nelson County,15020
Virginia,127,New Kent County,18429
Virginia,131,Northampton County,12389
Virginia,133,Northumberland County,12330
Virginia,135,Nottoway County,15853
Virginia,137,Orange County,33481
Virginia,139,Page County,24042
Virginia,141,Patrick County,18490
Virginia,143,Pittsylvania County,63506
Virginia,145,Powhatan County,28046
Virginia,147,Prince Edward County,23368
Virginia,149,Prince George County,35725
Virginia,153,Prince William County,402002
Virginia,155,Pulaski County,34872
Virginia,157,Rappahannock County,7373
Virginia,159,Richmond County,9254
Virginia,161,Roanoke County,92376
Virginia,163,Rockbridge County,22307
Virginia,165,Rockingham County,76314
Virginia,167,Russell County,28897
Virginia,169,Scott County,23177
Virginia,171,Shenandoah County,41993
Virginia,173,Smyth County,32208
Virginia,175,Southampton County,18570
Virginia,177,Spotsylvania County,122397
Virginia,179,Stafford County,128961
Virginia,181,Surry County,7058
Virginia,183,Sussex County,12087
Virginia,185,Tazewell County,45078
Virginia,187,Warren County,37575
Virginia,191,Washington County,54876
Virginia,193,Westmoreland County,17454
Virginia,195,Wise County,41452
Virginia,197,Wythe County,29235
Virginia,199,York County,65464
Virginia,510,Alexandria city,139966
Virginia,515,Bedford city,6222
Virginia,520,Bristol city,17835
Virginia,530,Buena Vista city,6650
Virginia,540,Charlottesville city,43475
Virginia,550,Chesapeake city,222209
Virginia,560,Clifton Forge,
Virginia,570,Colonial Heights city,17411
Virginia,580,Covington city,5961
Virginia,590,Danville city,43055
Virginia,595,Emporia city,5927
Virginia,600,Fairfax city,22565
Virginia,610,Falls Church city,12332
Virginia,620,Franklin city,8582
Virginia,630,Fredericksburg city,24286
Virginia,640,Galax city,7042
Virginia,650,Hampton city,137436
Virginia,660,Harrisonburg city,48914
Virginia,670,Hopewell city,22591
Virginia,678,Lexington city,7042
Virginia,680,Lynchburg city,75568
Virginia,683,Manassas city,37821
Virginia,685,Manassas Park city,14273
Virginia,690,Martinsville city,13821
Virginia,700,Newport News city,180719
Virginia,710,Norfolk city,242803
Virginia,720,Norton city,3958
Virginia,730,Petersburg city,32420
Virginia,735,Poquoson city,12150
Virginia,740,Portsmouth city,95535
Virginia,750,Radford city,16408
Virginia,760,Richmond city,204214
Virginia,770,Roanoke city,97032
Virginia,775,Salem city,24802
Virginia,790,Staunton city,23746
Virginia,800,Suffolk city,84585
Virginia,810,Virginia Beach city,437994
Virginia,820,Waynesboro city,21006
Virginia,830,Williamsburg city,14068
Virginia,840,Winchester city,26203
Washington,1,Adams County,18728
Washington,3,Asotin County,21623
Washington,5,Benton County,175177
Washington,7,Chelan County,72453
Washington,9,Clallam County,71404
Washington,11,Clark County,425363
Washington,13,Columbia County,4078
Washington,15,Cowlitz County,102410
Washington,17,Douglas County,38431
Washington,19,Ferry County,7551
Washington,21,Franklin County,78163
Washington,23,Garfield County,2266
Washington,25,Grant County,89120
Washington,27,Grays Harbor County,72797
Washington,29,Island County,78506
Washington,31,Jefferson County,29872
Washington,33,King County,1931249
Washington,35,Kitsap County,251133
Washington,37,Kittitas County,40915
Washington,39,Klickitat County,20318
Washington,41,Lewis County,75455
Washington,43,Lincoln County,10570
Washington,45,Mason County,60699
Washington,47,Okanogan County,41120
Washington,49,Pacific County,20920
Washington,51,Pend Oreille County,13001
Washington,53,Pierce County,795225
Washington,55,San Juan County,15769
Washington,57,Skagit County,116901
Washington,59,Skamania County,11066
Washington,61,Snohomish County,713335
Washington,63,Spokane County,471221
Washington,65,Stevens County,43531
Washington,67,Thurston County,252264
Washington,69,Wahkiakum County,3978
Washington,71,Walla Walla County,58781
Washington,73,Whatcom County,201140
Washington,75,Whitman County,44776
Washington,77,Yakima County,243231
West Virginia,1,Barbour County,16589
West Virginia,3,Berkeley County,104169
West Virginia,5,Boone County,24629
West Virginia,7,Braxton County,14523
West Virginia,9,Brooke County,24069
West Virginia,11,Cabell County,96319
West Virginia,13,Calhoun County,7627
West Virginia,15,Clay County,9386
West Virginia,17,Doddridge County,8202
West Virginia,19,Fayette County,46039
West Virginia,21,Gilmer County,8693
West Virginia,23,Grant County,11937
West Virginia,25,Greenbrier County,35480
West Virginia,27,Hampshire County,23964
West Virginia,29,Hancock County,30676
West Virginia,31,Hardy County,14025
West Virginia,33,Harrison County,69099
West Virginia,35,Jackson County,29211
West Virginia,37,Jefferson County,53498
West Virginia,39,Kanawha County,193063
West Virginia,41,Lewis County,16372
West Virginia,43,Lincoln County,21720
West Virginia,45,Logan County,36743
West Virginia,47,McDowell County,22113
West Virginia,49,Marion County,56418
West Virginia,51,Marshall County,33107
West Virginia,53,Mason County,27324
West Virginia,55,Mercer County,62264
West Virginia,57,Mineral County,28212
West Virginia,59,Mingo County,26839
West Virginia,61,Monongalia County,96189
West Virginia,63,Monroe County,13502
West Virginia,65,Morgan County,17541
West Virginia,67,Nicholas County,26233
West Virginia,69,Ohio County,44443
West Virginia,71,Pendleton County,7695
West Virginia,73,Pleasants County,7605
West Virginia,75,Pocahontas County,8719
West Virginia,77,Preston County,33520
West Virginia,79,Putnam County,55486
West Virginia,81,Raleigh County,78859
West Virginia,83,Randolph County,29405
West Virginia,85,Ritchie County,10449
West Virginia,87,Roane County,14926
West Virginia,89,Summers County,13927
West Virginia,91,Taylor County,16895
West Virginia,93,Tucker County,7141
West Virginia,95,Tyler County,9208
West Virginia,97,Upshur County,24254
West Virginia,99,Wayne County,42481
West Virginia,101,Webster County,9154
West Virginia,103,Wetzel County,16583
West Virginia,105,Wirt County,5717
West Virginia,107,Wood County,86956
West Virginia,109,Wyoming County,23796
Wisconsin,1,Adams County,20875
Wisconsin,3,Ashland County,16157
Wisconsin,5,Barron County,45870
Wisconsin,7,Bayfield County,15014
Wisconsin,9,Brown County,248007
Wisconsin,11,Buffalo County,13587
Wisconsin,13,Burnett County,15457
Wisconsin,15,Calumet County,48971
Wisconsin,17,Chippewa County,62415
Wisconsin,19,Clark County,34690
Wisconsin,21,Columbia County,56833
Wisconsin,23,Crawford County,16644
Wisconsin,25,Dane County,488073
Wisconsin,27,Dodge County,88759
Wisconsin,29,Door County,27785
Wisconsin,31,Douglas County,44159
Wisconsin,33,Dunn County,43857
Wisconsin,35,Eau Claire County,98736
Wisconsin,37,Florence County,4423
Wisconsin,39,Fond du Lac County,101633
Wisconsin,41,Forest County,9304
Wisconsin,43,Grant County,51208
Wisconsin,45,Green County,36842
Wisconsin,47,Green Lake County,19051
Wisconsin,49,Iowa County,23687
Wisconsin,51,Iron County,5916
Wisconsin,53,Jackson County,20449
Wisconsin,55,Jefferson County,83686
Wisconsin,57,Juneau County,26664
Wisconsin,59,Kenosha County,166426
Wisconsin,61,Kewaunee County,20574
Wisconsin,63,La Crosse County,114638
Wisconsin,65,Lafayette County,16836
Wisconsin,67,Langlade County,19977
Wisconsin,69,Lincoln County,28743
Wisconsin,71,Manitowoc County,81442
Wisconsin,73,Marathon County,134063
Wisconsin,75,Marinette County,41749
Wisconsin,77,Marquette County,15404
Wisconsin,78,Menominee County,4232
Wisconsin,79,Milwaukee County,947735
Wisconsin,81,Monroe County,44673
Wisconsin,83,Oconto County,37660
Wisconsin,85,Oneida County,35998
Wisconsin,87,Outagamie County,176695
Wisconsin,89,Ozaukee County,86395
Wisconsin,91,Pepin County,7469
Wisconsin,93,Pierce County,41019
Wisconsin,95,Polk County,44205
Wisconsin,97,Portage County,70019
Wisconsin,99,Price County,14159
Wisconsin,101,Racine County,195408
Wisconsin,103,Richland County,18021
Wisconsin,105,Rock County,160331
Wisconsin,107,Rusk County,14755
Wisconsin,109,St. Croix County,84345
Wisconsin,111,Sauk County,61976
Wisconsin,113,Sawyer County,16557
Wisconsin,115,Shawano County,41949
Wisconsin,117,Sheboygan County,115507
Wisconsin,119,Taylor County,20689
Wisconsin,121,Trempealeau County,28816
Wisconsin,123,Vernon County,29773
Wisconsin,125,Vilas County,21430
Wisconsin,127,Walworth County,102228
Wisconsin,129,Washburn County,15911
Wisconsin,131,Washington County,131887
Wisconsin,133,Waukesha County,389891
Wisconsin,135,Waupaca County,52410
Wisconsin,137,Waushara County,24496
Wisconsin,139,Winnebago County,166994
Wisconsin,141,Wood County,74749
Wyoming,1,Albany County,36299
Wyoming,3,Big Horn County,11668
Wyoming,5,Campbell County,46133
Wyoming,7,Carbon County,15885
Wyoming,9,Converse County,13833
Wyoming,11,Crook County,7083
Wyoming,13,Fremont County,40123
Wyoming,15,Goshen County,13249
Wyoming,17,Hot Springs County,4812
Wyoming,19,Johnson County,8569
Wyoming,21,Laramie County,91738
Wyoming,23,Lincoln County,18106
Wyoming,25,Natrona County,75450
Wyoming,27,Niobrara County,2484
Wyoming,29,Park County,28205
Wyoming,31,Platte County,8667
Wyoming,33,Sheridan County,29116
Wyoming,35,Sublette County,10247
Wyoming,37,Sweetwater County,43806
Wyoming,39,Teton County,21294
Wyoming,41,Uinta County,21118
Wyoming,43,Washakie County,8533
Wyoming,45,Weston County,7208
