"state","year","state_full","year_2012","year_2010","year_2014","last","first","primary","state.x","ahead","behind","compete","dem","repub","other","runoff","general","dateofrace","outcome_primary","poll_average","general_poll_average","comp","web","incumbent","proimm","antimm_score","anti_immigration.pct","pro_immigration.pct","immscore","teastateindexD","teastateindexR","whitedem_state","whiterep_state","state.y","tot_pop_2012","cvap_tot_est_2012","asian_pop_2012","black_pop_2012","allasian_cvap_tot_2012","asian_cvap_tot_2012","allasian_pct_cvap_2012","black_cvap_tot_2012","black_pct_cvap_2012","white_pop_2012","white_cvap_tot_2012","white_pct_cvap_2012","latino_pop_2012","latino_cvap_tot_2012","latino_pct_cvap_2012","pct_white_2012","pct_black_2012","pct_latino_2012","pct_asian_2012","total_cvap_2000","white_cvap_2000","pct_white_cvap_2000","latino_cvap_2000","pct_latino_cvap_2000","asian_cvap_2000","pct_asian_cvap_2000","black_cvap_2000","pct_black_cvap_2000","change_white_cvap_2000_2012","change_latino_cvap_2000_2012","change_asian_cvap_2000_2012","change_black_cvap_2000_2012","pct_change_foreignborn_2000_2010","dem_state_immigration_index","rep_state_immigration_index","independent_state_immigration_index","teaparty_stateindex","romney_votedifferential_2012","rrscalestate","sept_0ct_2014_unemployment","romney_vote_2012","unemployment_sept_oct_2012","ahead.1","behind.1","compete.1","changes","TX","CA","NM","AZ","borderstates","tradstate","dvlogit","dvlogitpro","newdv","X","lowmincvap","midmincvap","highmincvap","south","romneyvote2012","unemp","texas","newmexico","california","arizona","state_num","dems.mean","dems.sd","reps.mean","reps.sd","ind.mean","ind.sd","pct_regvote","pct_lat_grow","changes_20yr","changes_10yr","changes_5yr","dem_nativism","gop_nativism","ind_nativism","white_nativism","pct_asian_voters","pct_latino_voters","pct_latino_asian_voters","news_coverage","turnout"
"AK",2014,"Alaska",0,0,1,"Sullivan","Dan",1,"AK",1,0,0,0,1,0,NA,0,"8/19/14",40.06999969,"37",NA,10,"https://wayback.archive-it.org/4265/20140110011238/http://sullivan2014.com/",0,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,1,69.6,0,0,0,0,0,0,0,0,NA,"https://wayback.archive-it.org/4265/20140110011238/http://sullivan2014.com/",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Treadwell","Mead",1,"AK",0,1,0,0,1,0,NA,0,"8/19/14",24.90999985,"27",NA,-10,"https://wayback.archive-it.org/all/20140228063002/http://www.treadwellalaska.com/issues",0,0,NA,0.103960396,0,0.103960396,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,1,69.6,0,0,0,0,0,0,1,0,NA,"https://wayback.archive-it.org/all/20140228063002/http://www.treadwellalaska.com/issues",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Walker","Thom",1,"AK",0,1,0,0,0,1,NA,0,"8/19/14",4.539999962,"",NA,-78.98000336,"",0,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,0,69.6,0,0,0,0,0,0,0,0,NA,"",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Miller","Joe",1,"AK",0,1,0,0,1,0,NA,0,"8/19/14",31.98999977,"14.875",NA,-22.125,"http://joeforliberty.com/issues/",0,0,-6,0.58,0,0.58,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,0,69.6,0,0,0,0,0,0,1,0,NA,"http://joeforliberty.com/issues/",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Sullivan","Dan",0,"AK",0,0,1,0,1,0,NA,1,"",NA,"",46.2,2.4,"",0,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,1,69.6,0,0,0,0,0,0,0,0,NA,"",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Kile","Zackary",1,"AK",0,1,0,0,0,1,NA,0,"8/19/14",2.599999905,"",NA,-80.91999817,"http://www.zacharykileforsenate.com/",0,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,0,69.6,0,0,0,0,0,0,0,0,NA,"http://www.zacharykileforsenate.com/",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Kohlhaas","Scott",1,"AK",0,1,0,0,0,1,NA,0,"8/19/14",0.980000019,"",NA,-82.54000092,"http://www.kohlhaas2014.com/",0,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,0,69.6,0,0,0,0,0,0,0,0,NA,"http://www.kohlhaas2014.com/",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Kohring","Vic",1,"AK",0,1,0,0,0,1,NA,0,"8/19/14",3.670000076,"",NA,-79.84999847,"http://www.kohringalaska.com/406826573",0,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,0,69.6,0,0,0,0,0,0,0,0,NA,"http://www.kohringalaska.com/406826573",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Begich","Mark",1,"AK",1,0,0,1,0,0,NA,0,"8/19/14",83.51999664,"",NA,78.98000336,"http://www.markbegich.com/priorities/",1,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,1,0,0,69.6,0,0,0,0,0,0,0,0,NA,"http://www.markbegich.com/priorities/",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Jaramillo","John",1,"AK",0,1,0,0,1,0,NA,0,"8/19/14",3.019999981,"2.5",NA,-34.5,"",0,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,0,69.6,0,0,0,0,0,0,0,0,NA,"",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Fish","Mark",1,"AK",0,1,0,0,0,1,NA,0,"8/19/14",1.820000052,"",NA,-81.69999695,"http://www.markfish.us/my-policy-statement/",0,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,0,69.6,0,0,0,0,0,0,0,0,NA,"http://www.markfish.us/my-policy-statement/",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AK",2014,"Alaska",0,0,1,"Begich","Mark",0,"AK",0,0,1,1,0,0,NA,1,"",NA,"",43.8,-2.4,"",1,0,NA,0,0,0,1.076923,3.8,0.6857143,0.8305085,"AK",711140,503360,37665,22765,22350,18425,0.044401621,15730,0.03125,455485,352210,0.699717896,40370,21820,0.043348697,0.640499761,0.032011981,0.056768006,0.052964255,"436,425","311,498",0.7137492,"15,592",0.0357266,"18,758",0.042981,"14,247",0.032644784,0.130697468,0.39943561,-0.01807327,0.09427845,22.1,0.4857143,2.915254,2.214286,0.3557692,14,7.326923,6.8,0.14,7.3,0,1,1,69.6,0,0,0,0,0,0,0,0,NA,"",0,0,0,0,0.14,7.3,0,0,0,0,50,-1.190930056,0.071346952,1.046558496,0.067677203,0.061250794,0.058483703,3.8,69.6,172.43,87.61,22.29,0.384615385,1.75,1.321428571,1.378947368,3.601,2.77,6.371,"39",44.35
"AR",2010,"Arkansas",0,1,0,"Lincoln","Blanche",1,"AR",1,0,0,1,0,0,NA,0,"",44.5,"43",NA,9,"",1,0,0,0,0,0,1.6,4,0.6908212,0.9090909,"AR",2916370,2126800,35565,450950,15875,14935,0.007464266,315920,0.148542411,2175340,1703290,0.800869851,185240,53500,0.025155163,0.745906727,0.154627156,0.063517318,0.012194955,"1,993,342","1,614,074",0.8097326,"54,073",0.0271268,"14,459",0.0072536,"277,523",0.13922498,0.055273798,-0.01059679,0.03187144,0.12154026,82.3,1.111111,2.983957,2.638889,0.3236715,24,7.52798,6.2,0.237,7.15,0,1,1,131.1,0,0,0,0,0,0,0,0,0,"https://web.archive.org/web/20100609161905/http://www.blancheforsenate.com/home",0,0,0,1,0.237,7.15,0,0,0,0,2,-0.616259392,0.031662609,1.143954068,0.035954796,0.271947769,0.03044341,1.6,131.1,747.39,93.89,32.69,0.290076336,1.515151515,1.185714286,1.136020151,0.557,1.12,1.677,"202",50.72
"AR",2010,"Arkansas",0,1,0,"Lincoln","Blanche",0,"AR",0,1,0,1,0,0,NA,1,"",37,"35",NA,-20,"",1,0,0,0,0,0,1.6,4,0.6908212,0.9090909,"AR",2916370,2126800,35565,450950,15875,14935,0.007464266,315920,0.148542411,2175340,1703290,0.800869851,185240,53500,0.025155163,0.745906727,0.154627156,0.063517318,0.012194955,"1,993,342","1,614,074",0.8097326,"54,073",0.0271268,"14,459",0.0072536,"277,523",0.13922498,0.055273798,-0.01059679,0.03187144,0.12154026,82.3,1.111111,2.983957,2.638889,0.3236715,24,7.52798,6.2,0.237,7.15,0,1,0,131.1,0,0,0,0,0,0,0,0,0,"https://web.archive.org/web/20101028215306/http://www.blancheforsenate.com/issues?id=0009",0,0,0,1,0.237,7.15,0,0,0,0,2,-0.616259392,0.031662609,1.143954068,0.035954796,0.271947769,0.03044341,1.6,131.1,747.39,93.89,32.69,0.290076336,1.515151515,1.185714286,1.136020151,0.557,1.12,1.677,"202",50.72
